week	lakes	gr	po	tqg	time	t1	t2	t3	t4	t5	t6	t7	t8	t9	t10	t11	t12	dm1	dm2	dm3	dm4
302	1	.2	0	36288	42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
303	1	.2	0	27158	43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
304	1	.2	0	14622	44	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
305	1	.2	0	15259	45	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
306	1	.2	0	14680	46	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
307	1	.2	0	15114	47	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
308	1	.2	1	17686	48	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
309	1	.2	1	36336	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
310	0	.2	1	22569	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
311	0	.2	1	23342	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
312	0	.2	1	21269	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
313	0	.2	1	18340	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
314	0	.25	1	19440	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
315	0	.25	0	17056	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
316	0	.25	0	10713	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
317	0	.25	0	12836	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
318	0	.25	0	12344	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
319	0	.25	0	17868	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
320	0	.25	0	22789	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
321	0	.25	0	34851	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
322	0	.25	0	29997	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
323	0	.25	0	34010	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
324	0	.25	1	19686	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
325	0	.25	1	14757	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
326	0	.25	1	16502	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
327	0	.25	1	11490	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
328	0	.25	1	7843	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
